date,study_hours,sleep_hours,break_minutes,focus_score,productivity_score,study_7day_avg,sleep_7day_avg,productivity_7day_avg,sleep_deficit,burnout_risk_score
2025-04-14,7.56,6.74,31.0,5.02,6.81,4.864285714285714,5.681428571428571,5.659999999999999,0,0.3
2025-04-15,4.17,5.26,42.0,5.59,4.78,4.627142857142857,5.824285714285714,5.461428571428572,1,0.4
2025-04-16,1.82,4.58,56.0,9.56,4.2,4.49,5.83,5.395714285714285,1,0.4
2025-04-17,2.7,8.97,91.0,5.78,5.2,4.692857142857143,6.392857142857143,5.651428571428572,0,0.0
2025-04-18,1.66,8.39,110.0,8.49,5.04,3.9328571428571424,6.61,5.345714285714286,0,0.0
2025-04-19,6.82,6.39,35.0,5.49,6.42,4.545714285714285,6.621428571428572,5.635714285714286,0,0.0
2025-04-20,2.05,4.35,62.0,8.15,3.96,3.825714285714285,6.382857142857143,5.201428571428572,1,0.4
2025-04-21,2.1,8.72,105.0,9.99,5.66,3.045714285714286,6.665714285714286,5.0371428571428565,0,0.0
2025-04-22,2.98,8.49,29.0,6.13,5.26,2.875714285714286,7.127142857142858,5.105714285714285,0,0.3
2025-04-23,3.28,8.67,23.0,7.22,5.68,3.084285714285714,7.711428571428572,5.317142857142857,0,0.3
2025-04-24,3.33,4.7,111.0,5.44,4.16,3.174285714285715,7.101428571428571,5.168571428571427,1,0.4
2025-04-25,6.72,7.66,120.0,7.8,7.22,3.8971428571428572,6.997142857142857,5.4799999999999995,0,0.0
2025-04-26,5.19,4.04,91.0,9.11,5.63,3.6642857142857146,6.661428571428572,5.367142857142857,1,0.4
2025-04-27,5.64,8.26,31.0,7.44,6.79,4.177142857142857,7.22,5.771428571428571,0,0.0
2025-04-28,6.89,4.89,54.0,6.7,6.25,4.861428571428571,6.672857142857143,5.855714285714286,1,0.4
2025-04-29,2.94,5.89,113.0,7.7,4.78,4.855714285714285,6.301428571428572,5.787142857142858,1,0.4
2025-04-30,1.27,8.86,77.0,7.47,4.79,4.5685714285714285,6.328571428571428,5.659999999999999,0,0.0
2025-05-01,7.05,8.1,82.0,8.95,7.75,5.1,6.814285714285715,6.172857142857143,0,0.3
2025-05-02,1.6,4.89,46.0,8.68,4.0,4.368571428571428,6.418571428571427,5.7128571428571435,1,0.4
2025-05-03,5.69,8.13,52.0,5.7,6.42,4.4399999999999995,7.002857142857143,5.825714285714286,0,0.0
2025-05-04,6.09,5.86,97.0,7.64,6.33,4.504285714285714,6.659999999999999,5.76,1,0.4
2025-05-05,1.99,4.25,90.0,9.76,4.22,3.8042857142857143,6.5685714285714285,5.47,1,0.4
2025-05-06,3.72,8.61,70.0,7.23,5.89,3.915714285714286,6.957142857142856,5.628571428571428,0,0.0
2025-05-07,5.25,5.46,38.0,7.31,5.72,4.484285714285714,6.471428571428571,5.761428571428572,1,0.4
2025-05-08,6.57,5.25,95.0,5.12,5.88,4.4157142857142855,6.064285714285715,5.494285714285715,1,0.4
2025-05-09,4.96,7.49,27.0,5.05,5.74,4.895714285714286,6.435714285714286,5.742857142857142,0,0.3
2025-05-10,5.41,8.1,59.0,6.76,6.49,4.855714285714286,6.431428571428571,5.752857142857143,0,0.0
2025-05-11,5.39,6.2,90.0,7.95,6.14,4.755714285714285,6.4799999999999995,5.725714285714285,0,0.0
2025-05-12,7.22,4.85,79.0,5.65,6.19,5.502857142857144,6.565714285714286,6.007142857142857,1,0.7
2025-05-13,6.8,4.94,81.0,6.08,6.1,5.942857142857143,6.041428571428571,6.0371428571428565,1,0.4
2025-05-14,2.86,7.11,113.0,5.8,4.72,5.601428571428571,6.277142857142857,5.894285714285714,0,0.0
2025-05-15,1.44,8.14,94.0,5.07,4.18,4.868571428571428,6.6899999999999995,5.65142857142857,0,0.0
2025-05-16,4.45,7.28,68.0,5.81,5.57,4.795714285714285,6.659999999999999,5.627142857142857,0,0.0
2025-05-17,1.43,7.14,26.0,9.27,4.71,4.227142857142857,6.522857142857142,5.372857142857143,0,0.3
2025-05-18,1.04,8.5,119.0,6.7,4.41,3.605714285714286,6.851428571428571,5.125714285714286,0,0.0
2025-05-19,2.18,6.68,90.0,5.62,4.22,2.885714285714286,7.112857142857143,4.844285714285713,0,0.0
2025-05-20,5.87,5.01,83.0,9.1,6.26,2.752857142857143,7.122857142857143,4.867142857142857,1,0.4
2025-05-21,2.3,6.5,46.0,8.3,4.76,2.672857142857143,7.035714285714286,4.872857142857143,0,0.0
2025-05-22,3.04,8.38,67.0,7.4,5.51,2.9014285714285717,7.07,5.062857142857142,0,0.0
2025-05-23,5.94,8.1,105.0,6.46,6.69,3.1142857142857143,7.187142857142858,5.222857142857143,0,0.0
2025-05-24,4.16,6.36,32.0,9.23,5.83,3.5042857142857144,7.075714285714286,5.382857142857143,0,0.0
2025-05-25,3.97,7.24,57.0,5.59,5.28,3.922857142857143,6.895714285714286,5.507142857142857,0,0.0
2025-05-26,1.77,8.43,94.0,9.87,5.39,3.8642857142857143,7.145714285714286,5.674285714285714,0,0.0
2025-05-27,7.93,7.19,29.0,7.98,7.72,4.158571428571428,7.457142857142857,5.882857142857143,0,0.6
2025-05-28,3.51,5.78,89.0,6.11,4.71,4.331428571428572,7.354285714285715,5.875714285714286,1,0.4
2025-05-29,4.54,8.77,43.0,9.48,6.8,4.545714285714285,7.410000000000001,6.0600000000000005,0,0.0
2025-05-30,3.64,6.0,45.0,7.11,5.04,4.217142857142857,7.11,5.824285714285714,0,0.0
2025-05-31,5.13,8.51,22.0,7.91,6.7,4.355714285714286,7.417142857142857,5.948571428571428,0,0.3
2025-06-01,1.16,5.34,85.0,9.61,4.1,3.9542857142857137,7.145714285714285,5.78,1,0.4
2025-06-02,6.95,7.79,49.0,5.63,6.94,4.694285714285714,7.054285714285714,6.001428571428571,0,0.0
2025-06-03,6.11,5.76,95.0,6.24,6.03,4.434285714285714,6.8500000000000005,5.76,1,0.4
2025-06-04,2.49,8.5,111.0,7.36,5.27,4.288571428571429,7.238571428571428,5.839999999999999,0,0.0
2025-06-05,3.01,4.03,113.0,5.36,3.79,4.07,6.561428571428571,5.410000000000001,1,0.4
2025-06-06,1.34,4.62,81.0,9.73,4.0,3.7414285714285715,6.364285714285714,5.2614285714285725,1,0.4
2025-06-07,1.29,4.72,82.0,7.6,3.58,3.192857142857143,5.822857142857143,4.815714285714286,1,0.4
2025-06-08,1.39,4.57,94.0,6.82,3.43,3.225714285714286,5.7128571428571435,4.72,1,0.4
2025-06-09,2.6,4.91,99.0,9.17,4.61,2.6042857142857145,5.301428571428572,4.387142857142857,1,0.4
2025-06-10,2.2,5.04,109.0,8.96,4.4,2.045714285714286,5.198571428571428,4.154285714285714,1,0.4
2025-06-11,6.26,7.09,62.0,8.71,7.0,2.584285714285714,4.997142857142857,4.401428571428572,0,0.0
2025-06-12,3.83,6.96,62.0,9.65,5.93,2.7014285714285715,5.4157142857142855,4.707142857142857,0,0.0
2025-06-13,7.42,6.83,38.0,9.38,7.64,3.5700000000000003,5.731428571428572,5.227142857142858,0,0.3
2025-06-14,1.72,8.88,118.0,5.96,4.72,3.6314285714285717,6.325714285714286,5.390000000000001,0,0.0
2025-06-15,5.11,4.35,67.0,7.44,5.35,4.162857142857143,6.2942857142857145,5.6642857142857155,1,0.4
2025-06-16,4.87,5.5,28.0,8.36,5.76,4.4871428571428575,6.378571428571428,5.828571428571429,1,0.7
2025-06-17,4.0,6.74,68.0,7.29,5.48,4.744285714285715,6.621428571428572,5.982857142857142,0,0.0
2025-06-18,2.39,4.24,68.0,7.06,3.88,4.191428571428572,6.214285714285715,5.5371428571428565,1,0.4
2025-06-19,5.53,7.24,77.0,7.33,6.4,4.434285714285714,6.2542857142857144,5.604285714285714,0,0.0
2025-06-20,1.09,6.57,103.0,5.93,3.7,3.5300000000000002,6.217142857142856,5.041428571428571,0,0.0
2025-06-21,4.56,6.68,63.0,7.39,5.76,3.935714285714286,5.902857142857144,5.1899999999999995,0,0.0
2025-06-22,5.97,6.61,113.0,5.05,5.98,4.058571428571429,6.225714285714287,5.28,0,0.0
2025-06-23,3.54,6.19,31.0,5.38,4.7,3.8685714285714283,6.324285714285715,5.128571428571429,0,0.0
2025-06-24,5.05,4.79,51.0,6.02,5.17,4.018571428571429,6.045714285714285,5.084285714285714,1,0.4
2025-06-25,5.63,7.75,33.0,7.47,6.63,4.481428571428571,6.547142857142857,5.477142857142858,0,0.0
2025-06-26,1.06,5.08,40.0,5.91,3.24,3.8428571428571425,6.238571428571428,5.025714285714286,1,0.4
2025-06-27,6.39,7.46,42.0,6.14,6.66,4.6,6.365714285714285,5.448571428571428,0,0.0
2025-06-28,4.52,8.07,92.0,9.58,6.6,4.594285714285713,6.564285714285714,5.568571428571429,0,0.0
2025-06-29,6.72,7.43,84.0,8.23,7.23,4.701428571428571,6.681428571428571,5.747142857142856,0,0.0
